lat,lon,lookup_elevation_m
40.933,-123.393,422.48
40.935,-91.619,176.35
40.936,-122.245,355.98
40.938,-91.619,178.09
40.939,-91.622,173.66
40.94,-78.533,398.78
40.943,-93.997,363.26
40.945,-123.658,272.08
40.952,-91.547,209.71
40.952,-91.226,222.69
40.959,-90.942,173.8
40.963,-72.805,35.16
40.964,-95.043,346.24
40.966,-81.565,327.5
40.971,-87.517,204.03
40.973,-96.891,403.1
40.984,-94.967,355.28
40.986,-90.39,231.46
40.993,-91.988,215.94
40.998,-93.28,309.88
41,-124.115,2.98
41,-96.183,312.15
41.002,-74.59,339.26
41.003,-94.711,350.21
41.005,-75.104,96.95
41.008,-72.016,10.23
41.01,-92.43,194.36
41.01,-80.986,317.49
41.015,-79.292,345.34
41.016,-96.317,355.41
41.021,-94.072,341.64
41.022,-93.482,311.52
41.023,-123.638,126.66
41.023,-95.23,314.82
41.026,-75.696,429.27
41.027,-75,284.74
41.028,-72.226,4.04
41.031,-83.561,239.78
41.033,-93.744,330.24
41.036,-77.652,212.89
41.048,-95.734,302.64
41.051,-91.736,187.8
41.052,-94.382,388.67
41.054,-121.405,1009.26
41.054,-90.939,163.49
41.056,-94.735,367.45
41.056,-71.901,27.29
41.063,-90.968,161.3
41.071,-95.788,320.85
41.073,-82.423,306.3
41.076,-74.82,154.09
41.079,-94.215,364.22
41.085,-94.213,376.94
41.098,-90.943,165.77
41.103,-96.44,338.67
41.104,-72.373,5.06
41.107,-86.578,212.9
41.11,-77.243,316.08
41.112,-95.88,292.71
41.112,-85.119,231.24
41.115,-94.383,397.51
41.12,-92.837,277.95
41.13,-83.274,232.08
41.134,-82.219,271.45
41.135,-96.077,344.32
41.135,-95.883,297.26
41.136,-124.156,60.81
41.136,-83.638,236.42
41.142,-91.32,234.82
41.142,-81.118,306.88
41.146,-95.043,359.35
41.162,-91.014,164.68
41.162,-91.008,164.39
41.164,-124.131,3.23
41.178,-73.896,19.54
41.18,-93.609,307.75
41.187,-91.193,177.15
41.192,-91.896,206.59
41.193,-91.111,199.87
41.194,-81.406,334.3
41.197,-95.854,295.66
41.197,-95.448,318.67
41.198,-92.668,203.37
41.198,-74.795,227.33
41.2,-94.437,396.61
41.204,-87.979,181.8
41.211,-74.873,126.48
41.213,-94.044,345.91
41.219,-96.349,338.45
41.221,-86.578,218.05
41.223,-124.093,10.25
41.224,-91.85,219.44
41.227,-74.762,222.68
41.229,-74.07,300.88
41.235,-123.659,125.56
41.235,-92.734,206.43
41.235,-85.837,250.73
41.236,-123.285,634.12
41.237,-95.424,322.83
41.239,-92.108,196.47
41.24,-94.637,379.06
41.246,-93.532,297.12
41.246,-85.842,247.72
41.25,-91.97,189.56
41.255,-95.136,337.14
41.255,-76.048,341.79
41.255,-73.584,187.65
41.258,-92.859,210.14
41.265,-72.556,2.89
41.268,-95.917,299
41.27,-91.118,163.54
41.27,-73.925,30.38
41.278,-91.356,176.06
41.28,-89.86,245.84
41.287,-91.579,225.07
41.29,-92.541,244.35
41.291,-95.084,342.27
41.291,-74.689,383.56
41.292,-94.076,304.1
41.296,-93.583,266.92
41.298,-80.43,285.9
41.299,-123.362,340.08
41.303,-92.206,204.96
41.309,-123.519,170.61
41.309,-73.569,186.57
41.31,-72.243,3.27
41.311,-88.21,167.64
41.316,-93.119,277.95
41.316,-80.773,278.71
41.318,-95.386,369.43
41.321,-89.011,157.12
41.322,-88.716,152.03
41.322,-79.077,398.7
41.324,-89.316,142.24
41.328,-94.005,319.32
41.33,-89.891,230.24
41.341,-85.402,293.83
41.343,-92.592,212.4
41.343,-71.692,2.06
41.345,-96.045,349.02
41.347,-75.895,366.56
41.348,-91.056,165.25
41.349,-81.861,246.5
41.352,-94.281,334.3
41.353,-77.354,217.31
41.358,-77.629,247.44
41.358,-71.637,0.95
41.359,-124.03,35.81
41.362,-95.952,299.13
41.365,-92.973,214.55
41.366,-75.319,366.34
41.368,-92.981,214.76
41.368,-75.279,393.83
41.37,-71.7,18.41
41.377,-123.451,225.47
41.377,-88.207,156.73
41.377,-77.931,265.43
41.378,-92.971,240.96
41.378,-92.201,238.63
41.378,-74.027,313.68
41.38,-71.488,13.97
41.383,-93.024,253.09
41.386,-92.151,252.9
41.387,-85.42,275.45
41.396,-124.068,4.48
41.396,-95.363,337.38
41.398,-95.025,359.23
41.399,-95.026,353.66
41.399,-93.086,255.46
41.399,-89.714,202.74
41.4,-92.991,254.19
41.4,-79.082,408.77
41.411,-83.877,195.15
41.412,-96.514,365.54
41.413,-95.857,377.94
41.42,-78.031,324.54
41.421,-73.205,41.21
41.426,-93.042,245.42
41.431,-97.339,438.79
41.432,-95.59,359.92
41.432,-75.23,374.52
41.433,-94.762,401.45
41.433,-90.924,172.61
41.435,-97.06,410.58
41.435,-96.452,357.98
41.438,-90.768,169.62
41.444,-96.559,369.41
41.444,-85.251,294.27
41.445,-96.525,367.44
41.446,-90.878,168.04
41.448,-90.878,171.94
41.449,-75.182,360.6
41.454,-90.745,169.77
41.457,-92.569,230.15
41.457,-81.213,363.5
41.458,-90.809,169.56
41.459,-122.9,901.63
41.461,-73.831,320.38
41.462,-97.329,442.73
41.47,-76.57,354.62
41.471,-95.338,345.11
41.476,-79.768,400.67
41.479,-79.442,345.84
41.481,-100.515,884.95
41.484,-72.342,75.04
41.487,-71.252,1.97
41.489,-71.399,2.12
41.49,-83.369,191.71
41.491,-91.502,186.27
41.492,-96.01,304.48
41.498,-94.643,445.48
41.499,-91.17,188
41.5,-71.041,2.29
41.507,-92.645,231.81
41.509,-94.517,383.46
41.518,-80.507,309.81
41.52,-90.688,231.6
41.52,-90.687,232
41.525,-94.414,386.29
41.529,-90.683,229.07
41.534,-71.811,101.5
41.536,-77.715,375.84
41.537,-86.35,238.11
41.537,-74.273,163.07
41.538,-93.747,249.57
41.541,-79.258,351.72
41.542,-82.82,179.19
41.546,-96.142,327.34
41.549,-83.046,174.61
41.551,-93.472,273.69
41.555,-91.521,190.9
41.556,-94.785,402.73
41.557,-95.906,305.64
41.565,-90.403,174.13
41.565,-75.708,307.86
41.567,-90.396,178.76
41.568,-95.323,361.98
41.568,-71.295,5.98
41.57,-95.09,372.7
41.573,-97.865,507.94
41.574,-123.541,270.54
41.577,-94.331,298.82
41.578,-80.542,319.79
41.58,-85.809,244.25
41.589,-71.275,28.55
41.593,-92.542,274.71
41.593,-71.869,82.04
41.596,-78.181,384.33
41.599,-93.551,260.75
41.6,-95.212,380.64
41.602,-82.698,186.71
41.602,-71.926,45.57
41.616,-96.547,372
41.621,-94.014,269.03
41.621,-79.154,376.9
41.629,-94.019,273.14
41.631,-89.516,206.53
41.636,-92.182,269.49
41.637,-84.362,237.81
41.641,-80.491,310.72
41.643,-93.378,272.65
41.644,-82.838,184.84
41.651,-73.098,122.16
41.651,-72.093,68.18
41.657,-87.063,183.86
41.657,-80.462,311.88
41.668,-85.034,310.52
41.671,-86.983,190.36
41.672,-89.926,182.03
41.672,-70.571,41.77
41.675,-83.371,174.63
41.676,-82.812,175.63
41.679,-80.084,398.7
41.68,-91.551,218.65
41.681,-85.271,277.69
41.687,-94.57,377.13
41.688,-123.908,211.09
41.699,-74.518,316.14
41.701,-93.685,246.43
41.703,-124.097,119.89
41.708,-85.022,312.17
41.709,-73.384,214.95
41.71,-73.224,277.83
41.711,-94.926,394.46
41.714,-90.527,232.28
41.715,-90.529,234
41.717,-96.692,385.99
41.72,-91.528,204.41
41.721,-91.235,228.76
41.723,-91.53,203.54
41.725,-91.543,243.55
41.725,-91.536,233.69
41.727,-97.117,454.33
41.727,-73.216,289.91
41.732,-95.327,383.29
41.732,-93.68,285.8
41.733,-91.725,255.24
41.738,-93.724,287.45
41.746,-90.922,243.14
41.746,-79.178,439.2
41.748,-74.652,420.12
41.749,-93.688,282.94
41.75,-90.328,174.4
41.751,-70.593,15.49
41.756,-70.514,39.43
41.761,-92.837,271.85
41.761,-88.87,274.16
41.764,-70.033,32.03
41.767,-96.283,344.03
41.772,-95.786,361.86
41.774,-94.467,323.02
41.775,-95.411,407.1
41.776,-91.559,210.62
41.777,-73.494,250.19
41.778,-78.888,414.03
41.778,-70.506,3.7
41.78,-93.775,280.61
41.78,-90.784,213.46
41.782,-92.963,286.76
41.785,-78.904,418.7
41.786,-123.389,330.51
41.786,-96.221,317.17
41.791,-93.429,248.86
41.795,-81.163,187.73
41.796,-124.086,39.05
41.797,-85.367,266.65
41.798,-91.9,224.42
41.798,-91.577,229.22
41.802,-124.153,17.23
41.805,-95.672,375.82
41.81,-76.485,226.73
41.814,-93.289,288.09
41.814,-91.597,227.9
41.823,-73.377,136.96
41.826,-95.338,389.86
41.828,-84.254,263.56
41.831,-96.475,380.53
41.832,-78.959,430.59
41.833,-95.93,323.48
41.835,-94.11,288.14
41.837,-96.111,311.58
41.838,-88.175,225.52
41.839,-79.257,354.48
41.84,-73.932,3.42
41.841,-89.967,218.53
41.842,-96.719,395.59
41.843,-123.929,160.56
41.846,-80.959,183.67
41.847,-94.21,311.09
41.852,-90.185,179.67
41.852,-71.971,96.92
41.854,-124.122,10.01
41.855,-95.462,388.53
41.857,-123.887,204.35
41.859,-71.985,139.05
41.863,-92.112,251.9
41.865,-123.256,394.85
41.867,-70.667,34.46
41.87,-70.985,25.33
41.872,-123.846,244.21
41.877,-94.669,359.92
41.885,-93.855,298.19
41.889,-77.179,341.86
41.898,-90.154,180.02
41.9,-95.081,420.84
41.901,-86.595,191.26
41.906,-95.053,405.17
41.909,-91.508,252.73
41.91,-90.863,211.39
41.91,-75.871,398.68
41.916,-85.45,255.87
41.92,-83.338,176.78
41.92,-80.689,195.25
41.92,-71.755,189.24
41.925,-96.134,316.21
41.932,-84.99,294.26
41.935,-90.182,180.26
41.935,-84.896,302.38
41.935,-73.004,140.28
41.936,-95.587,381.08
41.937,-96.481,384.5
41.937,-85.042,283.32
41.942,-86.575,180.92
41.949,-90.117,178.57
41.95,-94.29,294.04
41.953,-86.332,185.75
41.953,-73.724,221.91
41.954,-71.894,108.51
41.96,-90.47,207.63
41.971,-124.204,9.63
41.979,-123.961,273.9
41.979,-77.191,340.59
41.979,-74.839,486.43
41.98,-96.915,417.13
41.983,-93.887,320.02
41.983,-73.508,244.95
41.988,-94.37,300.79
41.989,-91.76,223.67
41.989,-78.918,409.23
41.99,-93.353,302.67
41.993,-89.475,231.06
42.004,-96.245,323.24
42.008,-95.789,372.68
42.008,-85.04,282.66
42.009,-96.189,318.33
42.01,-97.058,429.94
42.01,-96.575,416.31
42.019,-124.105,47.52
42.02,-91.556,240.02
42.026,-93.609,281.81
42.027,-96.162,319.67
42.027,-74.221,251.78
42.03,-95.315,379.52
42.032,-97.728,494.88
42.033,-89.323,257.46
42.033,-74.37,454.02
42.035,-94.846,399.37
42.036,-124.108,59.28
42.037,-78.846,440.28
42.044,-124.267,2.91
42.044,-76.734,407.5
42.046,-85.023,286.5
42.047,-90.855,218.11
42.052,-92.52,282.71
42.053,-72.969,346.47
42.055,-90.664,206.72
42.063,-90.17,180.04
42.064,-92.902,264.23
42.067,-124.307,44.22
42.067,-84.131,303.83
42.068,-94.291,310.15
42.071,-88.36,269.2
42.079,-90.751,207.01
42.087,-94.628,318.71
42.088,-93.001,271.35
42.091,-76.226,246.72
42.093,-82.444,179.82
42.094,-73.708,201.54
42.097,-78.747,437.19
42.1,-91.292,253.02
42.107,-86.434,189.97
42.11,-91.138,301.56
42.113,-94.575,318.53
42.118,-94.687,335.82
42.119,-91.814,256.57
42.119,-90.775,269.9
42.12,-94.027,338.98
42.121,-73.52,205.81
42.125,-92.725,311.71
42.129,-124.177,56.16
42.132,-91.382,248.37
42.141,-72.042,241.71
42.144,-90.164,185.46
42.145,-73.05,446.42
42.146,-124.155,34.58
42.153,-124.145,73.61
42.154,-84.643,304.03
42.156,-124.143,111.94
42.158,-93.046,273.88
42.161,-70.706,21.32
42.162,-91.918,243.08
42.164,-91.976,235.79
42.168,-95.787,352.96
42.168,-93.033,285.98
42.171,-93.292,333.77
42.187,-124.132,47.49
42.19,-72.554,71.21
42.192,-91.523,250.1
42.194,-91.887,235.81
42.195,-92.018,237.44
42.196,-92.083,254.15
42.2,-95.943,325.36
42.2,-70.846,48.1
42.203,-98.742,646.07
42.204,-122.391,1394.34
42.209,-91.106,262.82
42.21,-90.38,180.21
42.211,-92.793,297.33
42.215,-75.818,297.43
42.22,-95.954,358.67
42.225,-92.422,269.66
42.225,-83.494,210.34
42.226,-97.018,442.15
42.228,-94.756,333.64
42.232,-76.667,453.59
42.236,-96.988,436.04
42.236,-93.04,280.13
42.247,-90.423,252.38
42.249,-93.043,284.54
42.252,-94.543,342.92
42.254,-93.19,302.28
42.254,-72.934,160.35
42.255,-85.346,284.91
42.256,-94.069,345.4
42.259,-92.019,249.7
42.264,-94.893,340
42.27,-92.311,278.58
42.271,-93.931,338.79
42.272,-94.762,344.9
42.275,-95.601,386.04
42.276,-89.368,269.3
42.277,-93.639,320.58
42.28,-93.068,284.76
42.284,-96.337,327.33
42.285,-88.6,278.53
42.287,-91.542,278.51
42.287,-90.403,186.98
42.288,-76.086,423.02
42.292,-95.017,375.24
42.297,-123.73,332.12
42.3,-86.326,188.36
42.3,-75.743,453.52
42.304,-90.436,181.99
42.306,-96.326,330.07
42.308,-95.249,415.04
42.308,-95.043,372.94
42.318,-92.142,243.72
42.318,-91.716,261.77
42.32,-81.845,174.38
42.321,-87.831,179.19
42.324,-90.908,256.14
42.325,-84.242,297.83
42.327,-91.981,256.1
42.327,-75.223,352.72
42.335,-86.304,190.73
42.335,-85.589,237.5
42.335,-85.338,245.1
42.336,-95.471,378.25
42.336,-73.234,312.52
42.337,-76.831,149.71
42.34,-93.889,292.82
42.342,-77.722,391.59
42.344,-84.122,292.6
42.348,-95.467,371.74
42.351,-95.476,369.34
42.354,-76.852,138.17
42.357,-95.479,382.89
42.362,-89.321,237.35
42.364,-84.072,292.13
42.37,-88.978,268.55
42.37,-76.881,290.58
42.371,-93.078,297.05
42.375,-82.107,183.84
42.384,-76.86,136.77
42.385,-94.998,388.16
42.387,-94.083,298.17
42.393,-91.765,272.94
42.394,-93.983,320.96
42.394,-92.885,324.11
42.398,-76.546,134.11
42.398,-75.963,298.11
42.4,-94.634,371.36
42.401,-93.07,303.39
42.401,-84.35,286.27
42.403,-91.385,297.81
42.41,-123.13,307.89
42.412,-96.414,332.83
42.413,-93.07,294.81
42.416,-76.521,141.91
42.419,-94.985,359.45
42.421,-79.429,190.22
42.422,-89.831,272.71
42.423,-84.042,276.73
42.425,-97.095,456.31
42.426,-91.322,311.79
42.427,-97.088,450.58
42.43,-90.587,200.16
42.431,-90.739,220.89
42.432,-93.802,307.82
42.434,-87.807,178.27
42.435,-123.375,273.24
42.438,-123.458,279.64
42.438,-95.149,397.9
42.439,-89.045,219.28
42.446,-88.188,229.9
42.447,-91.411,281.11
42.449,-90.052,258.33
42.45,-95.801,340.98
42.454,-91.435,282.16
42.455,-85.685,216.59
42.456,-91.874,272.25
42.456,-72.791,447.98
42.461,-91.891,273.39
42.462,-123.487,257.72
42.462,-92.303,253.88
42.464,-89.235,252.02
42.468,-93.813,313.25
42.47,-92.664,290.9
42.471,-91.687,310.28
42.472,-93.146,316.93
42.473,-71.28,37.03
42.478,-93.19,306.35
42.48,-124.327,21.02
42.484,-76.799,550.55
42.485,-96.405,332.86
42.485,-76.807,503.34
42.492,-76.886,143.14
42.494,-91.534,296.46
42.495,-94.628,371.63
42.497,-89.796,240.47
42.498,-124.232,24.84
42.502,-124.296,19.29
42.502,-83.846,274.05
42.506,-95.414,401.13
42.507,-83.836,271.67
42.509,-83.814,266.81
42.511,-123.618,429.62
42.516,-90.642,190.24
42.518,-124.039,78.84
42.519,-79.269,181.44
42.523,-90.641,181.12
42.526,-93.386,339.2
42.526,-77.697,247.2
42.531,-70.869,2.96
42.534,-86.035,206.04
42.536,-92.396,259.12
42.536,-91.124,303.19
42.54,-76.607,212.33
42.544,-92.063,280.47
42.544,-84.835,268.23
42.547,-74.411,225.42
42.549,-85.978,200.76
42.551,-94.689,377.65
42.552,-123.539,240.99
42.556,-92.434,264.85
42.557,-96.47,384.12
42.559,-83.529,304.69
42.56,-93.057,323.51
42.56,-90.953,296.17
42.563,-92.478,260.79
42.57,-88.423,283.15
42.575,-95.731,347.97
42.579,-94.848,372.74
42.58,-83.63,281.74
42.581,-80.404,174.83
42.583,-94.192,338.96
42.583,-92.787,283.64
42.583,-77.13,286.37
42.584,-78.045,322.14
42.585,-93.434,341.7
42.592,-98.029,414.87
42.592,-78.636,443.07
42.595,-75.373,452.01
42.599,-91.741,327.97
42.599,-91.633,313.67
42.602,-79.115,182.34
42.603,-96.715,347.77
42.604,-91.908,299.86
42.605,-123.582,223.32
42.607,-72.408,185.58
42.608,-72.533,63.47
42.609,-95.681,355.37
42.611,-71.091,35.35
42.614,-91.311,301.92
42.616,-91.56,334.43
42.616,-90.706,193.11
42.617,-85.518,226.72
42.617,-85.453,266.45
42.622,-73.41,428.37
42.624,-94.465,370.5
42.626,-124.057,84.82
42.626,-72.078,264.3
42.628,-95.175,428.33
42.631,-92.536,267.19
42.633,-88.125,249.91
42.633,-85.284,247.74
42.634,-83.606,297.83
42.635,-124.051,58.46
42.636,-92.643,274.83
42.637,-96.319,421.07
42.638,-92.143,287.34
42.642,-72.941,246.96
42.643,-96.325,407.51
42.645,-91.399,356
42.645,-81.708,194.36
42.648,-91.92,308.63
42.648,-80.468,194.27
42.648,-72.083,255.97
42.649,-95.591,357.39
42.65,-96.869,389.14
42.65,-72.21,200
42.651,-80.813,194.83
42.652,-90.7,188.26
42.652,-85.292,237.64
42.653,-74.046,398.9
42.654,-93.508,353.59
42.654,-90.806,190.86
42.655,-71.758,119.81
42.658,-82.515,177.31
42.66,-85.927,196.96
42.66,-71.79,208.66
42.662,-89.879,240.65
42.663,-122.753,448.97
42.663,-93.232,341.59
42.676,-87.844,202.28
42.677,-94.207,322.65
42.677,-91.597,328.1
42.68,-90.122,246.78
42.684,-96.691,343.63
42.684,-73.092,289
42.687,-124.436,143.43
42.687,-83.49,308.71
42.688,-97.028,401.07
42.695,-123.4,388.21
42.7,-76.42,232.87
42.701,-80.337,219.83
42.704,-95.554,375.02
42.707,-80.56,211.63
42.708,-124.059,356.83
42.713,-124.31,137.51
42.716,-92.917,291.26
42.721,-123.878,166.07
42.722,-124.04,292.93
42.723,-92.591,274.73
42.724,-76.902,167.02
42.725,-124.271,202.54
42.73,-97.497,433
42.73,-95.388,418.14
42.731,-94.261,339.3
42.734,-73.076,341.17
42.735,-91.019,263.02
42.736,-124.054,294.67
42.738,-95.557,357.34
42.739,-97.169,365.98
42.739,-94.669,371.86
42.741,-92.046,309.18
42.741,-90.459,298.67
42.744,-92.987,297.74
42.747,-80.269,190.38
42.749,-98.061,380.5
42.75,-92.784,316.17
42.76,-92.494,292.42
42.768,-93.236,348.12
42.769,-89.971,263.14
42.77,-97.006,348.23
42.773,-93.18,327.08
42.774,-86.208,179.53
42.778,-91.878,333.22
42.783,-93.647,354.83
42.784,-88.694,289.49
42.786,-124.023,180.15
42.786,-96.938,373.91
42.786,-94.953,401.49
42.786,-92.68,280.55
42.787,-89.63,325.77
42.793,-93.692,369.1
42.793,-91.444,228.69
42.794,-74.869,370.85
42.8,-79.994,179.84
42.803,-96.155,369.37
42.805,-124.308,100.2
42.807,-91.351,217.63
42.81,-89.86,248.07
42.812,-83.166,303.14
42.812,-79.956,178.23
42.815,-124.411,16.66
42.817,-83.648,291.97
42.818,-91.881,318.95
42.818,-87.826,206.81
42.822,-83.545,293.5
42.823,-83.525,312.54
42.824,-72.567,169.53
42.828,-98.467,426.68
42.829,-81.835,211.83
42.832,-96.556,350.12
42.835,-97.572,374.76
42.838,-97.64,390.79
42.84,-97.64,378.03
42.842,-97.845,373.59
42.842,-70.823,2.25
42.844,-92.761,285.64
42.844,-91.816,306.19
42.844,-72.074,352.17
42.846,-93.617,357.61
42.846,-79.547,177.75
42.848,-92.524,284
42.849,-97.47,357.83
42.851,-95.472,375.91
42.852,-91.398,217.44
42.852,-91.106,188.5
42.854,-97.462,359.41
42.859,-97.482,361.02
42.86,-97.881,384.86
42.86,-97.654,374.48
42.86,-97.553,370.28
42.863,-88.388,264.62
42.864,-124.531,53.95
42.864,-124.054,97.49
42.864,-97.532,372.92
42.865,-97.525,373.73
42.866,-92.088,327.28
42.866,-91.758,282.95
42.867,-94.202,342.12
42.87,-97.508,370.11
42.873,-97.486,366.12
42.874,-79.424,178.66
42.879,-91.209,295.04
42.88,-92.313,311.02
42.88,-82.183,193.66
42.884,-95.338,430.17
42.886,-93.222,333.15
42.886,-83.403,329.03
42.889,-97.389,381.7
42.893,-124.077,87.88
42.893,-92.802,288.89
42.895,-95.246,377.56
42.896,-79.642,179.85
42.896,-76.753,138.57
42.897,-88.166,253.22
42.899,-70.816,4.93
42.902,-78.433,293.37
42.907,-94.621,360.45
42.908,-91.471,233.07
42.909,-92.239,323.2
42.911,-98.841,547.5
42.921,-96.786,382.34
42.929,-84.408,243.72
42.93,-85.134,233.81
42.931,-80.317,229.84
42.935,-95.474,421.12
42.938,-92.85,293.3
42.939,-88.478,268.87
42.94,-72.305,151.44
42.941,-93.56,375.92
42.943,-93.377,357.51
42.945,-83.357,285.49
42.948,-123.293,204.34
42.948,-71.622,215.11
42.95,-94.233,333.94
42.953,-92.875,301.56
42.958,-71.887,269.19
42.959,-92.548,297.73
42.959,-91.632,242.85
42.961,-88.446,312.57
42.966,-122.888,347.79
42.969,-123.765,185.61
42.975,-85.121,203.73
42.976,-89.23,258.64
42.979,-93.196,331.9
42.984,-95.668,418.89
42.985,-92.559,299.09
42.993,-91.165,336.01
42.994,-91.116,337.82
42.995,-97.869,433.01
42.995,-79.516,175.22
42.995,-74.678,93.91
42.996,-91.771,357.91
42.997,-81.948,214.86
42.998,-96.005,396.44
43.003,-96.488,358.79
43.009,-92.395,327.64
43.009,-91.957,301.24
43.012,-89.304,259.07
43.014,-92.389,320.4
43.017,-89.817,413.69
43.02,-90.292,314.89
43.023,-90.109,357.17
43.024,-123.293,182.93
43.025,-89.338,263.03
43.033,-92.503,304.88
43.036,-122.81,407.63
43.041,-91.837,358.47
43.041,-72.691,155.71
43.044,-91.212,198.62
43.052,-98.552,379.86
43.052,-94.247,367.49
43.053,-122.777,430.48
43.053,-94.397,363.63
43.054,-92.946,302.6
43.056,-86.245,191.35
43.056,-76.005,124.82
43.058,-92.303,350.92
43.059,-96.472,391.79
43.061,-88.369,294.85
43.062,-96.459,405.93
43.062,-84.827,202.06
43.064,-96.118,404.56
43.069,-81.18,272
43.07,-96.17,432.99
43.07,-95.616,446.11
43.075,-86.202,177.43
43.08,-71.173,99.31
43.082,-98.567,422.36
43.083,-93.994,380.34
43.09,-92.348,357.66
43.11,-89.469,260.74
43.111,-93.389,383.17
43.112,-124.079,20.28
43.112,-72.765,244.74
43.115,-71.331,156.57
43.119,-92.411,335.5
43.12,-96.955,374.82
43.12,-92.21,360.13
43.122,-94.68,375.33
43.122,-94.243,358.67
43.122,-83.469,234.66
43.123,-96.964,370.89
43.124,-82.497,183.55
43.125,-95.122,412.1
43.127,-93.452,385.47
43.127,-92.894,344.11
43.134,-95.138,398.44
43.135,-85.397,267.68
43.14,-86.272,178.9
43.142,-98.734,442.95
43.143,-80.311,221
43.149,-90.047,228.14
43.151,-95.289,409.12
43.152,-124.399,11
43.152,-97.713,411.27
43.156,-92.642,325.47
43.158,-93.183,333.84
43.158,-80.745,289
43.16,-88.183,283.95
43.161,-123.98,26.56
43.163,-95.705,442.08
43.163,-72.81,316.55
43.165,-92.757,307.23
43.168,-98.823,418.94
43.173,-91.911,372.82
43.174,-93.044,333.78
43.176,-124.2,5.64
43.176,-94.891,414.68
43.176,-91.228,195.79
43.178,-75.725,114.02
43.18,-123.997,41.93
43.184,-93.194,339.82
43.186,-89.322,263.02
43.187,-74.18,237.82
43.19,-90.32,207.31
43.191,-95.853,428.39
43.193,-123.36,138.67
43.195,-92.161,347.48
43.197,-90.439,207.33
43.2,-123.022,321.03
43.204,-93.082,333.76
43.211,-88.543,259.4
43.213,-96.311,377.41
43.214,-83.458,262.16
43.218,-76.109,125
43.223,-79.624,74.84
43.224,-96.58,401.98
43.227,-73.707,128.51
43.23,-93.783,394.17
43.233,-122.872,432.26
43.235,-97.584,402.31
43.24,-122.935,346.72
43.241,-97.672,371.63
43.243,-79.738,77.67
43.254,-93.561,406.67
43.254,-81.832,181
43.258,-91.474,377.24
43.258,-77.46,88.2
43.259,-124.029,57
43.262,-93.756,400.74
43.262,-86.356,188.13
43.263,-97.608,385.18
43.267,-81.068,331
43.274,-78.995,83.62
43.276,-92.854,325.31
43.278,-73.009,268.54
43.281,-123.357,130.18
43.281,-83.548,223.83
43.282,-80.388,290
43.283,-92.855,328.32
43.284,-86.368,187.13
43.288,-122.627,418.81
43.292,-75.417,170.19
43.296,-122.893,279.33
43.299,-91.809,263.52
43.305,-122.676,397.17
43.311,-123.217,188.37
43.312,-94.705,396.71
43.316,-88.306,361.12
43.319,-92.881,336.89
43.32,-90.85,213.14
43.321,-98.998,445.03
43.325,-122.799,342.79
43.326,-88.952,267.34
43.334,-124.372,3.92
43.34,-122.722,379.57
43.341,-124.348,31.88
43.341,-92.68,347.44
43.343,-76.689,84.94
43.344,-124.326,3.05
43.348,-122.731,370.99
43.348,-96.896,406.96
43.348,-92.137,357.19
43.349,-91.102,188.48
43.354,-92.923,335.85
43.355,-95.175,432.42
43.36,-77.946,77.4
43.36,-74.294,286.59
43.361,-90.095,338.66
43.361,-73.826,214.27
43.365,-95.129,430.35
43.366,-95.131,436.9
43.366,-78.244,81.78
43.371,-95.165,432.43
43.373,-122.641,441.75
43.373,-92.55,372.11
43.374,-78.483,79.59
43.38,-122.948,322.95
43.38,-122.76,438.33
43.385,-89.43,249.97
43.386,-96.465,428.74
43.386,-95.535,444.76
43.388,-80.144,277
43.391,-99.119,435.28
43.391,-72.408,146.32
43.393,-94.865,409.75
43.395,-90.775,221.62
43.396,-90.775,222.2
43.398,-122.928,344.88
43.403,-75.344,268.14
43.406,-124.062,30.38
43.413,-88.696,279.34
43.414,-73.712,119.56
43.416,-86.353,178.1
43.417,-99.169,425.27
43.421,-85.787,212.92
43.421,-79.762,129.72
43.423,-91.939,303.24
43.431,-96.185,415.24
43.433,-89.738,343.21
43.435,-85.665,208.4
43.436,-96.171,407.36
43.436,-92.777,362.14
43.44,-123.995,39.18
43.441,-95.35,448.78
43.442,-91.672,290.33
43.446,-90.363,231.31
43.448,-95.326,447.55
43.451,-124.262,7.83
43.452,-86.193,197.15
43.453,-124.275,7.11
43.455,-73.694,122.03
43.457,-91.226,193.46
43.459,-92.98,349.24
43.459,-86.457,182.22
43.459,-85.965,230.19
43.465,-93.573,394.02
43.466,-92.279,363.57
43.468,-88.586,297.19
43.468,-87.968,237.59
43.469,-95.125,432.06
43.473,-85.746,246.89
43.48,-73.205,159.95
43.481,-93.264,367.45
43.485,-93.42,386.8
43.488,-94.401,353.5
43.489,-94.614,380.63
43.491,-94.459,369.74
43.491,-80.568,353
43.494,-87.804,201.78
43.496,-123.492,70.19
43.498,-88.881,268.17
43.5,-85.629,255.11
43.504,-85.609,252.89
43.505,-85.585,259.21
43.512,-82.575,184.85
43.524,-85.582,258.58
43.525,-85.071,285.8
43.527,-95.108,431.36
43.527,-95.101,431.98
43.53,-86.116,195.31
43.533,-92.526,393.14
43.534,-94.111,338.19
43.538,-90.949,283.71
43.539,-90.967,366.64
43.54,-89.446,239.55
43.545,-90.96,282.84
43.546,-71.365,278.15
43.551,-94.582,375.5
43.552,-83.095,225.8
43.554,-86.495,189.49
43.557,-91.644,374.47
43.557,-76.204,85.7
43.558,-92.007,412.34
